15,Baby Boomer,Computer and Mathematical Occupations,372843,446730,73887,19.82,10.12,11,15-1121,Computer Systems Analysts,58030,70187,12157,20.95,11.77,13,1.23,822,12157,1,Millennial Exit,137,2026
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",18744,22448,3704,19.76,12.98,16,3.02,-725,3704,0,Millennial Exit,-121,617
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",36018,35293,-725,-2.01,24.94,25,0.06,-725,3704,0,Millennial Exit,-121,617
39,Millennial,Personal Care and Service Occupations,1451425,1654558,203133,14,27.7,29,39-6012,Concierges,6283,6577,294,4.68,23.95,24,0.05,294,749,1,Millennial Exit,49,125
39,Baby Boomer,Personal Care and Service Occupations,688295,808370,120075,17.45,13.14,14,39-6012,Concierges,4133,4882,749,18.12,15.75,18,2.25,294,749,1,Millennial Exit,49,125
35,Baby Boomer,Food Preparation and Serving Related Occupations,715561,858635,143074,19.99,6.26,7,35-2011,"Cooks, Fast Food",28268,32675,4407,15.59,5.32,6,0.68,26052,4407,6,Millennial Growth,4342,735
35,Millennial,Food Preparation and Serving Related Occupations,3638345,4283180,644835,17.72,31.84,35,35-2011,"Cooks, Fast Food",173070,199122,26052,15.05,32.57,37,4.43,26052,4407,6,Millennial Growth,4342,735
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9193,Cooling and Freezing Equipment Operators and Tenders,872,1118,246,28.21,10.33,13,2.67,2,246,NULL,Millennial Exit,0,41
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9193,Cooling and Freezing Equipment Operators and Tenders,2451,2453,2,0.08,29.02,29,-0.02,2,246,NULL,Millennial Exit,0,41
39,Baby Boomer,Personal Care and Service Occupations,688295,808370,120075,17.45,13.14,14,39-3092,Costume Attendants,515,733,218,42.33,8.81,12,3.19,308,218,2,Millennial Growth,51,36
39,Millennial,Personal Care and Service Occupations,1451425,1654558,203133,14,27.7,29,39-3092,Costume Attendants,1268,1576,308,24.29,21.69,25,3.31,308,218,2,Millennial Growth,51,36
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-2071,Credit Counselors,10269,10939,670,6.52,38,38,0,670,486,2,Millennial Growth,112,81
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-2071,Credit Counselors,2972,3458,486,16.35,11,12,1,670,486,2,Millennial Growth,112,81
31,Baby Boomer,Healthcare Support Occupations,462450,584837,122387,26.46,12.23,14,31-9091,Dental Assistants,19149,26237,7088,37.01,6.65,8,1.35,10609,7088,2,Millennial Growth,1768,1181
31,Millennial,Healthcare Support Occupations,1225658,1416322,190664,15.56,32.41,33,31-9091,Dental Assistants,114119,124728,10609,9.3,39.64,40,0.36,10609,7088,2,Millennial Growth,1768,1181
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-2021,Dental Hygienists,49018,53832,4814,9.82,27.39,28,0.61,4814,7681,1,Millennial Exit,802,1280
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-2021,Dental Hygienists,19213,26894,7681,39.98,10.74,14,3.26,4814,7681,1,Millennial Exit,802,1280
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9081,Dental Laboratory Technicians,6675,7417,742,11.12,15.73,18,2.27,-566,742,0,Millennial Exit,-94,124
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9081,Dental Laboratory Technicians,9261,8695,-566,-6.11,21.82,21,-0.82,-566,742,0,Millennial Exit,-94,124
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-1029,"Designers, All Other",1154,1165,11,0.95,10.08,11,0.92,-348,11,-29,Millennial Exit,-58,2
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-1029,"Designers, All Other",3876,3528,-348,-8.98,33.87,34,0.13,-348,11,-29,Millennial Exit,-58,2
33,Millennial,Protective Service Occupations,799790,828819,29029,3.63,23.88,24,33-3021,Detectives and Criminal Investigators,24691,25944,1253,5.07,22.68,23,0.32,1253,726,2,Millennial Growth,209,121
33,Baby Boomer,Protective Service Occupations,549128,564740,15612,2.84,16.39,17,33-3021,Detectives and Criminal Investigators,18609,19335,726,3.9,17.09,17,-0.09,1253,726,2,Millennial Growth,209,121
41,Baby Boomer,Sales and Related Occupations,2093226,2275446,182220,8.71,12.76,14,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",17318,13531,-3787,-21.87,15.49,16,0.51,-5894,-3787,NULL,Shrinking,-982,-631
41,Millennial,Sales and Related Occupations,4431037,4504482,73445,1.66,27.02,28,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",25315,19421,-5894,-23.28,22.65,23,0.35,-5894,-3787,NULL,Shrinking,-982,-631
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-3031,Driver/Sales Workers,54869,61556,6687,12.19,12.97,15,2.03,2760,6687,1,Millennial Exit,460,1115
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-3031,Driver/Sales Workers,107302,110062,2760,2.57,25.37,27,1.63,2760,6687,1,Millennial Exit,460,1115
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-9033,"Education Administrators, Postsecondary",25325,27468,2143,8.46,22.16,23,0.84,1497,2143,1,Millennial Exit,250,357
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-9033,"Education Administrators, Postsecondary",25022,26519,1497,5.98,21.9,22,0.1,1497,2143,1,Millennial Exit,250,357
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-2092,"Electric Motor, Power Tool, and Related Repairers",3822,3925,103,2.69,17.19,20,2.81,-397,103,-3,Millennial Exit,-66,17
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-2092,"Electric Motor, Power Tool, and Related Repairers",4781,4384,-397,-8.3,21.51,22,0.49,-397,103,-3,Millennial Exit,-66,17
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-3012,Electrical and Electronics Drafters,4380,4805,425,9.7,13.23,16,2.77,-1610,425,-3,Millennial Exit,-268,71
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-3012,Electrical and Electronics Drafters,10069,8459,-1610,-15.99,30.42,29,-1.42,-1610,425,-3,Millennial Exit,-268,71
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-2111,Electricians,78292,80075,1783,2.28,10.93,13,2.07,-42044,1783,-23,Millennial Exit,-7007,297
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-2111,Electricians,236487,194443,-42044,-17.78,33.01,31,-2.01,-42044,1783,-23,Millennial Exit,-7007,297
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-4021,Elevator Installers and Repairers,1905,2206,301,15.8,8.66,10,1.34,-588,301,-1,Millennial Exit,-98,50
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-4021,Elevator Installers and Repairers,6748,6160,-588,-8.71,30.67,29,-1.67,-588,301,-1,Millennial Exit,-98,50
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-2031,Engine and Other Machine Assemblers,6554,7369,815,12.44,15.03,18,2.97,-620,815,0,Millennial Exit,-103,136
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-2031,Engine and Other Machine Assemblers,9356,8736,-620,-6.63,21.46,21,-0.46,-620,815,0,Millennial Exit,-103,136
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-2199,"Engineers, All Other",32380,31359,-1021,-3.15,22.82,22,-0.82,-1021,2125,0,Millennial Exit,-170,354
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-2199,"Engineers, All Other",25213,27338,2125,8.43,17.77,19,1.23,-1021,2125,0,Millennial Exit,-170,354
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",3892,3925,33,0.85,10.15,10,-0.15,187,33,6,Millennial Growth,31,6
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",12703,12890,187,1.47,33.13,34,0.87,187,33,6,Millennial Growth,31,6
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-7032,Excavating and Loading Machine and Dragline Operators,13476,11557,-1919,-14.24,21.48,21,-0.48,-1919,171,-11,Millennial Exit,-320,29
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-7032,Excavating and Loading Machine and Dragline Operators,9960,10131,171,1.72,15.87,19,3.13,-1919,171,-11,Millennial Exit,-320,29
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3408,3302,-106,-3.11,14.9,18,3.1,-1053,-106,NULL,Shrinking,-176,-18
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3872,2819,-1053,-27.2,16.93,15,-1.93,-1053,-106,NULL,Shrinking,-176,-18
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",11346,11680,334,2.94,13.91,17,3.09,-3967,334,-11,Millennial Exit,-661,56
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",19450,15483,-3967,-20.4,23.85,22,-1.85,-3967,334,-11,Millennial Exit,-661,56
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-1022,Fashion Designers,2285,2258,-27,-1.18,9.72,11,1.28,-762,-27,NULL,Shrinking,-127,-5
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-1022,Fashion Designers,9022,8260,-762,-8.45,38.37,40,1.63,-762,-27,NULL,Shrinking,-127,-5
33,Millennial,Protective Service Occupations,799790,828819,29029,3.63,23.88,24,33-1012,First-Line Supervisors of Police and Detectives,22287,21668,-619,-2.78,21.42,21,-0.42,-619,-622,NULL,Shrinking,-103,-104
33,Baby Boomer,Protective Service Occupations,549128,564740,15612,2.84,16.39,17,33-1012,First-Line Supervisors of Police and Detectives,17521,16899,-622,-3.55,16.84,17,0.16,-619,-622,NULL,Shrinking,-103,-104
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,46429,43191,-3238,-6.97,21.94,22,0.06,-3238,3145,-1,Millennial Exit,-540,524
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,34298,37443,3145,9.17,16.21,18,1.79,-3238,3145,-1,Millennial Exit,-540,524
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-1032,Foresters,2298,2108,-190,-8.27,20.5,20,-0.5,-190,78,-2,Millennial Exit,-32,13
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-1032,Foresters,2203,2281,78,3.54,19.65,21,1.35,-190,78,-2,Millennial Exit,-32,13
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-1021,General and Operations Managers,413598,377253,-36345,-8.79,19.29,20,0.71,-36345,11088,-3,Millennial Exit,-6058,1848
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-1021,General and Operations Managers,340557,351645,11088,3.26,15.88,18,2.12,-36345,11088,-3,Millennial Exit,-6058,1848
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9022,"Grinding and Polishing Workers, Hand",10528,8133,-2395,-22.75,27.58,26,-1.58,-2395,88,-26,Millennial Exit,-399,15
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9022,"Grinding and Polishing Workers, Hand",4897,4985,88,1.8,12.83,16,3.17,-2395,88,-26,Millennial Exit,-399,15
39,Baby Boomer,Personal Care and Service Occupations,688295,808370,120075,17.45,13.14,14,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",61565,67013,5448,8.85,9.64,10,0.36,29728,5448,6,Millennial Growth,4955,908
39,Millennial,Personal Care and Service Occupations,1451425,1654558,203133,14,27.7,29,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",232384,262112,29728,12.79,36.39,39,2.61,29728,5448,6,Millennial Growth,4955,908
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4638,5192,554,11.94,18.37,21,2.63,-416,554,0,Millennial Exit,-69,92
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4784,4368,-416,-8.7,18.95,18,-0.95,-416,554,0,Millennial Exit,-69,92
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-1199,"Health Diagnosing and Treating Practitioners, All Other",7837,9469,1632,20.82,20.33,22,1.67,1013,1632,1,Millennial Exit,169,272
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-1199,"Health Diagnosing and Treating Practitioners, All Other",7390,8403,1013,13.71,19.17,20,0.83,1013,1632,1,Millennial Exit,169,272
21,Millennial,Community and Social Service Occupations,571034,615626,44592,7.81,25.21,26,21-1022,Healthcare Social Workers,38298,44126,5828,15.22,28.21,29,0.79,5828,5431,2,Millennial Growth,971,905
21,Baby Boomer,Community and Social Service Occupations,419589,457468,37879,9.03,18.52,19,21-1022,Healthcare Social Workers,23617,29048,5431,23,17.4,19,1.6,5828,5431,2,Millennial Growth,971,905
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-2092,Hearing Aid Specialists,462,607,145,31.39,9.33,11,1.67,376,145,3,Millennial Growth,63,24
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-2092,Hearing Aid Specialists,1798,2174,376,20.91,36.35,39,2.65,376,145,3,Millennial Growth,63,24
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",29553,32438,2885,9.76,9.38,11,1.62,-11411,2885,-3,Millennial Exit,-1902,481
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",107169,95758,-11411,-10.65,34.02,32,-2.02,-11411,2885,-3,Millennial Exit,-1902,481
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-5081,Helpers--Extraction Workers,8674,11570,2896,33.39,39.51,41,1.49,2896,920,4,Millennial Growth,483,153
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-5081,Helpers--Extraction Workers,1591,2511,920,57.83,7.25,9,1.75,2896,920,4,Millennial Growth,483,153
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-7041,Hoist and Winch Operators,962,982,20,2.08,32.6,34,1.4,20,91,1,Millennial Exit,3,15
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-7041,Hoist and Winch Operators,293,384,91,31.06,9.93,14,4.07,20,91,1,Millennial Exit,3,15
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-3051,Industrial Production Managers,31811,35029,3218,10.12,17.69,21,3.31,-2715,3218,0,Millennial Exit,-453,536
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-3051,Industrial Production Managers,22911,20196,-2715,-11.85,12.74,13,0.26,-2715,3218,0,Millennial Exit,-453,536
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-2053,Insurance Underwriters,15510,17525,2015,12.99,15.64,19,3.36,-3459,2015,-1,Millennial Exit,-577,336
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-2053,Insurance Underwriters,24938,21479,-3459,-13.87,25.14,23,-2.14,-3459,2015,-1,Millennial Exit,-577,336
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-1063,"Internists, General",7620,8330,710,9.32,15.62,16,0.38,710,1525,1,Millennial Exit,118,254
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-1063,"Internists, General",9012,10537,1525,16.92,18.48,20,1.52,710,1525,1,Millennial Exit,118,254
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-1075,Labor Relations Specialists,17910,18707,797,4.45,21.76,25,3.24,-1095,797,-1,Millennial Exit,-183,133
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-1075,Labor Relations Specialists,13173,12078,-1095,-8.31,16,15,-1,-1095,797,-1,Millennial Exit,-183,133
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7570,8105,535,7.07,17.9,21,3.1,-708,535,-1,Millennial Exit,-118,89
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5944,5236,-708,-11.91,14.05,14,-0.05,-708,535,-1,Millennial Exit,-118,89
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-4192,"Layout Workers, Metal and Plastic",3572,3103,-469,-13.13,25.25,24,-1.25,-469,305,-1,Millennial Exit,-78,51
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-4192,"Layout Workers, Metal and Plastic",1970,2275,305,15.48,13.93,18,4.07,-469,305,-1,Millennial Exit,-78,51
25,Millennial,"Education, Training, and Library Occupations",2051515,2114982,63467,3.09,23.88,25,25-4021,Librarians,28616,28705,89,0.31,20.53,20,-0.53,89,226,1,Millennial Exit,15,38
25,Baby Boomer,"Education, Training, and Library Occupations",1666597,1697604,31007,1.86,19.4,19,25-4021,Librarians,29211,29437,226,0.77,20.96,21,0.04,89,226,1,Millennial Exit,15,38
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-4121,"Library Assistants, Clerical",28149,29857,1708,6.07,22.69,23,0.31,1708,819,3,Millennial Growth,285,137
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-4121,"Library Assistants, Clerical",21378,22197,819,3.83,17.23,17,-0.23,1708,819,3,Millennial Growth,285,137
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-4099,"Life, Physical, and Social Science Technicians, All Other",7631,8421,790,10.35,13.43,14,0.57,637,790,1,Millennial Exit,106,132
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-4099,"Life, Physical, and Social Science Technicians, All Other",18236,18873,637,3.49,32.1,32,-0.1,637,790,1,Millennial Exit,106,132
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-3033,Light Truck or Delivery Services Drivers,129162,138162,9000,6.97,14.27,17,2.73,-26374,9000,-2,Millennial Exit,-4396,1500
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-3033,Light Truck or Delivery Services Drivers,209402,183028,-26374,-12.59,23.13,22,-1.13,-26374,9000,-2,Millennial Exit,-4396,1500
45,Millennial,"Farming, Fishing, and Forestry Occupations",322034,337045,15011,4.66,28.77,30,45-4023,Log Graders and Scalers,1233,843,-390,-31.63,27.62,26,-1.62,-390,-1,NULL,Millennial Exit,-65,0
45,Baby Boomer,"Farming, Fishing, and Forestry Occupations",116155,124627,8472,7.29,10.38,11,45-4023,Log Graders and Scalers,417,416,-1,-0.24,9.35,13,3.65,-390,-1,NULL,Millennial Exit,-65,0
45,Baby Boomer,"Farming, Fishing, and Forestry Occupations",116155,124627,8472,7.29,10.38,11,45-4029,"Logging Workers, All Other",841,790,-51,-6.06,12.89,15,2.11,-426,-51,NULL,Shrinking,-71,-9
45,Millennial,"Farming, Fishing, and Forestry Occupations",322034,337045,15011,4.66,28.77,30,45-4029,"Logging Workers, All Other",1630,1204,-426,-26.13,24.99,24,-0.99,-426,-51,NULL,Shrinking,-71,-9
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",18877,20445,1568,8.31,15.88,18,2.12,-2030,1568,-1,Millennial Exit,-338,261
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",31842,29812,-2030,-6.38,26.79,26,-0.79,-2030,1568,-1,Millennial Exit,-338,261
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9043,"Maintenance Workers, Machinery",18384,19904,1520,8.27,18.55,21,2.45,-1626,1520,-1,Millennial Exit,-271,253
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9043,"Maintenance Workers, Machinery",18289,16663,-1626,-8.89,18.45,18,-0.45,-1626,1520,-1,Millennial Exit,-271,253
39,Baby Boomer,Personal Care and Service Occupations,688295,808370,120075,17.45,13.14,14,39-5091,"Makeup Artists, Theatrical and Performance",304,423,119,39.14,7.17,8,0.83,306,119,3,Millennial Growth,51,20
39,Millennial,Personal Care and Service Occupations,1451425,1654558,203133,14,27.7,29,39-5091,"Makeup Artists, Theatrical and Performance",1280,1586,306,23.91,30.14,31,0.86,306,119,3,Millennial Growth,51,20
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-2012,Medical and Clinical Laboratory Technicians,45939,48571,2632,5.73,30.16,30,-0.16,2632,4988,1,Millennial Exit,439,831
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-2012,Medical and Clinical Laboratory Technicians,22852,27840,4988,21.83,15,17,2,2632,4988,1,Millennial Exit,439,831
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9082,Medical Appliance Technicians,2094,2533,439,20.96,15.8,19,3.2,16,439,1,Millennial Exit,3,73
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9082,Medical Appliance Technicians,3183,3199,16,0.5,24.01,25,0.99,16,439,1,Millennial Exit,3,73
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9062,Medical Equipment Repairers,6135,7742,1607,26.19,17.72,20,2.28,479,1607,1,Millennial Exit,80,268
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9062,Medical Equipment Repairers,8328,8807,479,5.75,24.06,23,-1.06,479,1607,1,Millennial Exit,80,268
55,Millennial,Military occupations,563376,572994,9618,1.71,27.59,27,55-9999,Military occupations,563376,572994,9618,1.71,27.59,27,-0.59,9618,4044,3,Millennial Growth,1603,674
55,Baby Boomer,Military occupations,345089,349133,4044,1.17,16.9,17,55-9999,Military occupations,345089,349133,4044,1.17,16.9,17,0.1,9618,4044,3,Millennial Growth,1603,674
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2173,2262,89,4.1,27.49,28,0.51,89,376,1,Millennial Exit,15,63
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1439,1815,376,26.13,18.21,22,3.79,89,376,1,Millennial Exit,15,63
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-3052,Motorcycle Mechanics,2046,2004,-42,-2.05,10.02,12,1.98,-1328,-42,NULL,Shrinking,-221,-7
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-3052,Motorcycle Mechanics,6507,5179,-1328,-20.41,31.88,31,-0.88,-1328,-42,NULL,Shrinking,-221,-7
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-9011,Occupational Health and Safety Specialists,14514,14607,93,0.64,23.99,24,0.01,93,1517,1,Millennial Exit,16,253
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-9011,Occupational Health and Safety Specialists,10242,11759,1517,14.81,16.93,19,2.07,93,1517,1,Millennial Exit,16,253
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-9199,"Office and Administrative Support Workers, All Other",50037,53734,3697,7.39,16.25,17,0.75,2812,3697,1,Millennial Exit,469,616
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-9199,"Office and Administrative Support Workers, All Other",85326,88138,2812,3.3,27.71,28,0.29,2812,3697,1,Millennial Exit,469,616
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-4151,Order Clerks,31038,34481,3443,11.09,13.62,16,2.38,-3695,3443,-1,Millennial Exit,-616,574
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-4151,Order Clerks,69683,65988,-3695,-5.3,30.57,30,-0.57,-3695,3443,-1,Millennial Exit,-616,574
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,4170,4740,570,13.67,13.34,16,2.66,-85,570,0,Millennial Exit,-14,95
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,7780,7695,-85,-1.09,24.89,26,1.11,-85,570,0,Millennial Exit,-14,95
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9122,"Painters, Transportation Equipment",19686,16967,-2719,-13.81,32.87,33,0.13,-2719,17,-151,Millennial Exit,-453,3
